Latitude,Longitude,Safety Score
52.28765,-1.53256,33.52084011005425
52.28766,-1.56534,40.77125824542295
52.28766,-1.56437,36.82478693671346
52.28767,-1.53839,35.9491036128659
52.28767,-1.53763,24.78627087764418
52.28768,-1.54006,20.26061119891885
52.28768,-1.53979,20.14988255988529
52.28772,-1.5655,36.731558074350794
52.28772,-1.5364,27.00733901578546
52.28773,-1.53487,29.240066460756214
52.28774,-1.53234,39.344334200563395
52.28775,-1.5641,36.73943292314643
52.28776,-1.56568,44.68957334152636
52.28776,-1.53862,43.742420713907336
52.28778,-1.54773,41.58873184804691
52.28779,-1.5352,29.16282598204971
52.28779,-1.53467,33.31116282198318
52.28781,-1.53787,24.59445732760774
52.28782,-1.56596,36.76419371250966
52.28784,-1.56382,36.73943292314643
52.28785,-1.53888,40.4565050532152
52.28785,-1.53471,33.50542066805016
52.2878584,-1.5363235,44.76235065791709
52.28787,-1.5663,45.390268008556596
52.28788,-1.56659,37.32152410234747
52.28788,-1.56656,45.279539369523036
52.28788,-1.56643,37.43225274138101
52.28788,-1.53797,25.564219868129026
52.28788,-1.53469,33.56078498756693
52.28789,-1.54591,44.4399601846225
52.2879016,-1.535144,43.08234660097711
52.28791,-1.5347,33.56078498756693
52.28793,-1.5667,45.229106627967205
52.28793,-1.54751,41.89966715790609
52.28793,-1.5348,33.679426312917066
52.28793,-1.53478,33.679426312917066
52.28793,-1.53475,33.679426312917066
52.28794,-1.54571,44.21556416820238
52.28795,-1.53915,36.33486427227981
52.28796,-1.5668,37.27109136079163
52.28796939999999,-1.5362706,44.927092626593186
52.28797,-1.53627,28.631768199112273
52.28799,-1.54528,44.87146369437206
52.28799,-1.53174,38.97369146639079
52.28801,-1.53938,44.18853640754551
52.28803,-1.54452,43.291650270709674
52.28805,-1.53961,36.777460533420964
52.28805,-1.5349,33.72405473019128
52.28806,-1.56727,44.61533335435907
52.28806,-1.54728,42.01039579693964
52.28806,-1.54344,43.4176943786862
52.28806,-1.53153,44.775871592785755
52.28807,-1.5438,43.34701459022645
52.28807,-1.54264,43.473058698202976
52.28807,-1.5401,37.08010913665894
52.28807,-1.53995,36.96938049762538
52.28807,-1.53799,26.1656465455294
52.28813,-1.54107,43.87274241872157
52.28815,-1.56762,36.94430173715483
52.28816,-1.53979,44.940816967626084
52.28816,-1.53619,29.01444092945404
52.28817,-1.54053,44.985095961836294
52.28818,-1.5401,37.24620209520926
52.28818,-1.53804,26.33173950407973
52.28819,-1.5403,44.985095961836294
52.28819,-1.54012,45.05154560665965
52.28821,-1.56298,36.499494410046765
52.28821,-1.53808,26.276915585404243
52.28821,-1.53106,33.00004486768393
52.28823,-1.53807,26.332279904921023
52.2882476,-1.5380635,45.29773263772148
52.28827,-1.53619,28.922518211023334
52.28829,-1.54684,42.003996954025645
52.28829,-1.53571,28.318537713988675
52.2883,-1.5307,39.19393591791833
52.28831,-1.5362,28.353954294127018
52.28835,-1.56838,38.11202259775776
52.28835,-1.53805,26.10227088795931
52.2883539,-1.5380516,45.19578233834099
52.28836,-1.53621,28.4093186136438
52.28838,-1.53065,39.19393591791833
52.2883984,-1.5382739,45.23237352422166
52.2884,-1.53827,26.138862073839977
52.28842,-1.53515,34.37544612208828
52.288495,-1.5306291,38.50241970570924
52.2885,-1.56897,46.07003786493333
52.2885,-1.53063,39.24908001105275
52.28851,-1.54663,42.003996954025645
52.28855,-1.53626,30.544826293628358
52.28855,-1.53521,34.62282247846349
52.28862,-1.54656,42.003996954025645
52.28862,-1.54005,37.92395526265613
52.28866,-1.56201,34.676762294925794
52.28869,-1.54655,41.895650277195536
52.28874,-1.56179,34.89053881286022
52.28874,-1.53809,26.681279832766545
52.28879,-1.5466,42.26562254868737
52.2888,-1.57006,36.32832592036815
52.28885,-1.56141,34.846115965402156
52.28888,-1.54656,42.26562254868737
52.28888,-1.54002,37.668469713144106
52.2889352,-1.5379752,46.4916569435893
52.28894,-1.53799,27.241288644073204
52.28894,-1.53798,27.398145493207622
52.28895,-1.53801,27.241288644073204
52.28898,-1.53803,27.241288644073204
52.289,-1.53803,26.865073947537184
52.28901,-1.53802,26.865073947537184
52.28903,-1.54001,37.207398106358816
52.28903,-1.53799,38.49675333685016
52.28903,-1.53796,38.62222789075602
52.28903,-1.53794,38.62222789075602
52.28904,-1.53767,39.02120872348867
52.28907,-1.54004,37.21822244134304
52.289077,-1.5384772,44.5569593679485
52.28908,-1.53848,32.666453642757666
52.28909,-1.53767,39.02120872348867
52.28924,-1.57167,45.481847471014525
52.28924,-1.56007,35.3581849666486
52.28931,-1.54004,37.50683981535394
52.28937,-1.55954,35.24745632761505
52.28942,-1.53777,39.356830905988055
52.28942,-1.53536,48.59369275314757
52.28944,-1.5567,37.07059949931632
52.28945,-1.55792,36.79337765947944
52.28945,-1.5352,48.70217205225767
52.2894565,-1.5591778,39.321883808531084
52.28946,-1.55918,35.24745632761505
52.28947,-1.5725,36.286308015719385
52.28949,-1.53501,48.80127497276612
52.2895,-1.55855,35.38007238549225
52.28951,-1.55518,36.08354644873243
52.28958,-1.55372,36.14055766508924
52.28958,-1.55344,36.14055766508924
52.28959,-1.55357,36.14055766508924
52.28959,-1.55343,36.20433161047415
52.28959,-1.55341,36.20433161047415
52.28959,-1.55339,36.20433161047415
52.28959,-1.55338,36.20433161047415
52.28959,-1.55337,36.20433161047415
52.2896,-1.55327,36.20433161047415
52.2896,-1.55306,36.20433161047415
52.2896,-1.55258,36.03280929593923
52.28960319999999,-1.5530564,40.278759091390164
52.28963,-1.5346,48.981072422483784
52.28964,-1.57311,57.97998264012747
52.28964,-1.55163,35.75683937841084
52.28964,-1.54227,36.68764916056387
52.28967,-1.55088,36.026351055295294
52.28968,-1.55093,36.2371557837296
52.28968,-1.55082,36.21306788882299
52.28968,-1.54256,36.64237529771358
52.28969,-1.55079,36.21306788882299
52.28969,-1.55026,36.62762037673496
52.28972,-1.5501,36.62762037673496
52.28972,-1.53543,48.79796429481612
52.2897243,-1.5500951,40.70204785765099
52.28974,-1.54926,36.27125296948899
52.28974,-1.54664,41.74116667883473
52.2897651,-1.5354354,43.41332568955738
52.28984,-1.54405,36.666834671795435
52.2898457,-1.5466228,48.30287151344033
52.28985,-1.54662,36.18614601992159
52.28987,-1.54604,36.07730892326387
52.2899,-1.57936,53.945610687022906
52.2899,-1.54445,36.43988838025559
52.2899,-1.53796,39.84355939926993
52.2899038,-1.579364,42.31393129770992
52.28991,-1.5792,53.945610687022906
52.28992,-1.545,36.010687832676616
52.28994,-1.57412,50.02196737295188
52.28994,-1.54488,36.71480334087059
52.28995,-1.54452,36.43988838025559
52.28995,-1.53547,49.719789864012206
52.28996,-1.5466,40.183220476559896
52.28996,-1.54479,36.619383493542344
52.28996540000001,-1.5785805,42.31393129770992
52.28997,-1.57908,53.945610687022906
52.28997,-1.57858,53.945610687022906
52.28998,-1.57966,53.945610687022906
52.29001,-1.57894,53.945610687022906
52.29001,-1.57887,49.96660305343511
52.29001,-1.54453,36.43988838025559
52.2900115,-1.5445292,44.46469754056093
52.29004,-1.57979,53.945610687022906
52.29009,-1.53802,40.16143211901848
52.29012,-1.54394,36.53530822758383
52.29014,-1.58454,53.945610687022906
52.2901428,-1.5845361,48.17748091603053
52.29015,-1.57997,53.945610687022906
52.29016,-1.5435,36.109972250699684
52.29019,-1.58442,53.945610687022906
52.2902,-1.54262,35.663224506963154
52.2902,-1.5387,39.82064664734156
52.2902,-1.53805,40.1060677995017
52.2902026,-1.5386973,44.00580276729115
52.29021,-1.5418,36.041364101490416
52.290212,-1.5418035,40.115791582406445
52.29023,-1.57507,54.00097500653967
52.29026,-1.58006,53.945610687022906
52.29031,-1.53654,32.53722455298129
52.29034,-1.57535,50.02196737295188
52.29035,-1.58405,53.945610687022906
52.29037,-1.53552,49.782364156871296
52.2904,-1.53484,50.13064465346951
52.29047,-1.58365,53.945610687022906
52.29051,-1.58014,53.945610687022906
52.29054,-1.57827,49.96660305343511
52.29057,-1.58019,57.92461832061068
52.29061,-1.54664,40.22654687171504
52.29062,-1.53807,39.807120556367494
52.29064,-1.58028,53.945610687022906
52.29071,-1.58299,53.945610687022906
52.2907119,-1.5829859,42.31393129770992
52.290777,-1.533494,50.07891652579161
52.29078,-1.57815,57.97998264012747
52.290809,-1.5830862,42.31393129770992
